name
Bahujan Samaj Party
Bharatiya Janata Party
Communist Party of India
Communist Party of India (Marxist)
Indian National Congress
Nationalist Congress Party
Telangana Rashtra Samithi
Telugu Desam Party
All India Trinamool Congress
People's Party of Arunachal
All India United Democratic Front
Bodoland People's Front
Asom Gana Parishad
Janata Dal (United)
Lok Janshakti Party
Rashtriya Janata Dal
Maharashtrawadi Gomantak Party
Haryana Janhit Congress (BL)
Indian National Lok Dal
Jammu & Kashmir National Conference
Jammu & Kashmir National Panthers Party
Jammu and Kashmir People's Democratic Party
All Jharkhand Students Union
Jharkhand Mukti Morcha
Jharkhand Vikas Morcha (Prajatantrik)
Rashtriya Janata Dal
Janata Dal (Secular)
H.D. Deve Gowda
Karnataka Janata Paksha Merged with BJP
Indian Union Muslim League
Janata Dal (Secular)
H.D. Deve Gowda
Kerala Congress (M)
Maharashtra Navnirman Sena
Shiv Sena
All India Trinamool Congress
Manipur State Congress Party
Naga People's Front
People's Democratic Alliance
United Democratic Party
Hill State People's Democratic Party
National People's Party
Mizo National Front
Mizoram People's Conference
Zoram Nationalist Party
Naga People's Front
Aam Aadmi Party
Biju Janata Dal
All India Anna Dravida Munnetra Kazhagam
All India N.R. Congress
Pattali Makkal Katchi
Dravida Munnetra Kazhagam
Shiromani Akali Dal
Sikkim Democratic Front
All India Anna Dravida Munnetra Kazhagam
Desiya Murpokku Dravidar Kazhagam
Dravida Munnetra Kazhagam
Rashtriya Lok Dal
Samajwadi Party
All India Forward Bloc
All India Trinamool Congress
Revolutionary Socialist Party
