name,state_id
Kachchh,6
Banaskantha,6
Patan,6
Mahesana,6
Sabarkantha,6
Gandhinagar,6
Ahmedabad East,6
Ahmedabad West,6
Surendranagar,6
Rajkot,6
Porbandar,6
Jamnagar,6
Junagadh,6
Amreli,6
Bhavnagar,6
Anand,6
Kheda,6
Panchmahal,6
Dahod,6
Vadodara,6
Chhota Udaipur,6
Bharuch,6
Bardoli,6
Surat,6
Navsari,6
Valsad,6
