name,state_id
SARGUJA,26
RAIGARH,26
JANJGIR-CHAMPA,26
KORBA,26
BILASPUR,26
RAJNANDGAON,26
DURG,26
RAIPUR,26
MAHASAMUND,26
BASTAR,26
KANKER,26
