name,state_id
Gurdaspur,19
Amritsar,19
Khadoor Sahib,19
Jalandhar,19
Hoshiarpur,19
Anandpur Sahib,19
Ludhiana,19
Fatehgarh Sahib,19
Faridkot,19
Firozpur,19
Bathinda,19
Sangrur,19
Patiala,19
