name,state_id
Ganganagar,20
Bikaner,20
Churu,20
Jhunjhunu,20
Sikar,20
Jaipur Rural,20
Jaipur,20
Alwar,20
BHARATPUR,20
KARAULI-DHOLPUR,20
Dausa,20
TONK-SAWAI MADHOPUR,20
Ajmer,20
Nagaur,20
Pali,20
Jodhpur,20
Barmer,20
Jalore,20
Udaipur,20
Banswara,20
Chittorgarh,20
Rajsamand,20
Bhilwara,20
Kota,20
JHALAWAR-BARAN,20
