name,state_id
Karimganj,3
Silchar,3
Autonomous District,3
Dhubri,3
Kokrajhar,3
Barpeta,3
Gauhati,3
Mangaldoi,3
Tezpur,3
Nowgong,3
Kaliabor,3
Jorhat,3
Dibrugarh,3
Lakhimpur,3
