name,state_id
Daman and Diu ,33
CHANDNI CHOWK,33
NORTH EAST DELHI,33
EAST DELHI,33
NEW DELHI,33
NORTH WEST DELHI,33
WEST DELHI,33
SOUTH DELHI,33
